feature,class
"[-3.7140085e+02  1.0787988e+02  1.1522259e+01  2.8667866e+01
  3.6500329e-01  2.6464735e+01 -3.0071966e+01 -1.9696709e+01
 -3.9321778e+00 -4.5338459e+00  1.7038147e+00 -1.9783779e+00
 -1.1290407e+01 -5.3905492e+00 -1.2247024e+01 -5.1988235e+00
 -1.4330859e+01 -6.4217150e-01 -5.0666823e+00  8.8034849e+00
 -1.3526859e+01  2.8103788e+00 -1.7215003e+00 -1.3950599e+01
 -7.5014577e+00 -5.1855431e+00 -9.5877228e+00 -8.7210665e+00
 -4.8694701e+00 -1.0322233e+01  1.1265798e+00 -6.0553327e+00
  9.4626643e-02  1.0471799e+00 -4.5139194e+00  2.0823233e+00
  4.9501100e+00  5.2051816e+00  9.5330133e+00  5.5339818e+00]",shahed
"[-4.2608282e+02  1.2710025e+02 -8.7213802e+00  2.5949425e+01
  1.2928958e+01  2.5105873e+01 -2.8149244e+01 -8.0316305e+00
 -4.5842495e+00 -1.4574720e+00  5.0144482e+00 -1.0685771e+01
  1.5973295e-01 -8.9386368e+00 -7.0192580e+00 -3.0686986e+00
 -1.3634695e+01  9.0029711e-01 -3.4618683e+00  6.6290557e-01
 -1.2454972e+01 -2.0890994e+00 -6.3757081e+00 -4.9566755e+00
 -8.2023697e+00 -2.8889284e+00 -6.4046097e+00 -1.2334240e+01
 -4.1787944e+00 -6.9591451e+00 -6.0009136e+00 -5.3758817e+00
 -3.8611319e+00 -6.0984115e-03 -5.7090344e+00 -3.4135575e+00
 -3.2523124e+00 -1.6549646e+00  2.1942790e+00 -2.1953852e+00]",shahed
"[-4.0259903e+02  1.0533414e+02  3.9859526e+00  1.6374723e+01
 -1.6744419e+01  2.6100933e+01 -3.2159142e+01 -1.7888615e+01
 -6.9861369e+00 -6.5294328e+00  4.7599950e+00 -3.2434351e+00
 -1.0509455e+01 -7.3083746e-01 -9.7901783e+00 -4.4212480e+00
 -1.1064439e+01 -2.8438525e+00 -7.6703815e+00  1.3456008e+00
 -1.7494383e+01  2.8797729e+00 -9.1355352e+00 -9.5874443e+00
 -2.7133710e+00 -3.7265022e+00 -3.8421926e+00 -5.6022706e+00
 -3.4514434e+00 -3.6426897e+00 -4.7190709e+00 -8.8677177e+00
  2.0638528e+00  1.3890039e+00 -3.1350229e+00 -9.7457975e-01
  5.5298085e+00  5.2468114e+00  3.3417268e+00  9.7047478e-02]",shahed
"[-4.1465988e+02  1.1125335e+02  1.6743019e+00  1.0656751e+01
  6.6642499e+00  9.6894817e+00 -2.8723125e+01 -1.1925372e+01
  4.8937303e-01 -9.4483099e+00 -5.6529145e+00 -1.0409874e+01
 -8.2680550e+00 -4.3836501e-01 -3.0054395e+00 -6.1190658e+00
 -8.5771799e+00 -8.8692719e-01 -6.5261912e+00  8.8827473e-01
 -1.7306570e+01  1.3188815e+00 -1.1760910e+00 -1.2027826e+01
 -7.1465807e+00 -5.9335499e+00 -8.3320465e+00 -6.3694401e+00
 -6.8754454e+00 -2.5723059e+00 -2.7837775e+00 -3.4924743e+00
  4.4835916e+00  7.6253009e-01  8.6520267e-01  1.7562102e+00
  3.9869282e-01  1.5032910e+00  1.9353906e+00  7.9982084e-01]",shahed
"[-3.2806247e+02  1.3149969e+02  6.2334218e+00  1.7774290e+01
 -3.4611137e+01  3.0836077e+01 -2.3921343e+01 -3.6532125e+00
 -1.6211725e+01 -1.2998459e+01  1.3166492e+01 -4.6936183e+00
 -4.8977604e+00 -1.2210099e+01 -1.3158325e+01 -5.9030638e+00
 -1.0067803e+01 -1.4640911e+00 -5.9748540e+00  1.3214600e+01
 -2.5703270e+01  1.8023227e+00 -1.7133087e+00 -1.9954165e+01
 -1.8505956e+00 -5.6408558e+00 -7.5217519e+00 -5.4266849e+00
 -1.3101798e+01 -2.8332357e+00 -5.8335361e+00 -9.8328724e+00
 -2.4468660e+00 -7.9631381e-02 -6.9526701e+00 -9.5516580e-01
  6.0984745e+00  1.0456780e+01  1.0122236e+01  4.3819289e+00]",shahed
"[-462.09445     123.269966     23.764925     26.749054    -14.146243
   12.409369     -7.906403      3.753506     -6.7198124   -12.2667
   -1.8214498    -5.827637     -6.616635     -9.827591     -3.4791944
   -6.5330276    -9.559271      3.3464844    -5.3184385    -2.8649566
   -8.846992     -3.8609605    -9.308267     -9.279573     -4.293224
   -4.576264     -3.198912     -4.469973     -3.596551     -1.5211575
   -4.238544     -7.1567225    -2.16238      -1.8901154    -3.5113297
   -1.6157573    -1.1783594     0.48027074    2.2138436     4.6682224 ]",shahed
"[-5.4565143e+02  1.3055479e+02 -1.9962187e+01  3.8042511e+01
 -3.2860687e+01  2.7620277e+01 -2.4990599e+01  1.7664301e+01
 -1.1202963e+01  1.1562099e+01 -1.2053317e+01  8.1866282e-01
 -7.5838375e+00  2.4299326e+00 -5.6773734e+00  2.0970449e+00
 -6.4882817e+00  1.8875313e+00 -3.3545072e+00  2.9214582e+00
 -6.8232045e+00 -1.6516900e+00 -5.8162379e+00 -2.4383087e+00
 -7.2052722e+00 -8.1278998e-01 -1.3269104e+00  5.9488875e-01
 -3.0205474e+00 -1.3174289e+00 -3.2584112e+00 -4.4719453e+00
 -2.5078349e+00 -4.4988692e-01 -4.1714171e-01 -3.8568048e+00
 -2.5045271e+00 -3.9740500e+00 -6.6377940e+00 -5.3631701e+00]",shahed
"[-4.32437988e+02  1.14525909e+02  1.61772194e+01  2.30806408e+01
  8.33701992e+00  5.79685926e+00 -2.39723892e+01 -2.98531365e+00
 -1.68411179e+01 -6.76431561e+00 -7.33715868e+00 -1.35836916e+01
  4.12781048e+00 -1.32836485e+01 -8.71809292e+00 -5.87740517e+00
 -3.54428768e+00  1.67011723e-01 -7.50328064e+00  4.93524551e+00
 -1.28606167e+01  8.72560516e-02 -5.44537926e+00 -1.24286642e+01
 -5.61439085e+00 -6.86886597e+00 -4.00289154e+00 -6.46558809e+00
  1.05107933e-01 -6.87011766e+00 -1.00523949e+00  7.91617036e-01
  1.73567045e+00  7.45107126e+00  3.94668889e+00  1.34332645e+00
  1.51700163e+00 -5.18570304e-01  1.00246632e+00  3.12324810e+00]",shahed
"[-462.4078       53.20596      11.055091     22.410036      4.8347955
   16.159859    -23.309992      2.83444      -4.6446023    -1.6626282
   -5.754019    -12.107835     -6.857098      1.0613102    -6.575128
    0.6475457    -2.6783404     1.131688     -0.58805484   -0.9943293
   -5.335473      1.2986318    -2.895098     -9.8057165    -2.8606722
   -2.9430733    -4.0736623    -5.6524005    -4.3963304    -5.2375097
   -1.3150787    -5.268619      2.126774      1.7062907    -1.7141477
    0.7241056     0.943235     -3.2280982    -3.9654734    -0.7356655 ]",shahed
"[-3.48126678e+02  1.41340347e+02  9.53740883e+00  1.98436794e+01
  2.74868876e-01  3.01755447e+01 -5.29699440e+01 -8.84485245e+00
  2.33250117e+00 -1.52803621e+01  7.77012157e+00 -5.89496136e+00
 -8.79731941e+00 -1.56664791e+01 -1.18452520e+01 -3.93481803e+00
 -1.33919525e+01 -2.45443845e+00 -5.17648363e+00  1.87896156e+00
 -1.34439859e+01 -2.17945099e+00 -7.64921522e+00 -1.26063204e+01
 -3.68005276e+00 -4.42629814e+00 -9.55304050e+00 -7.53684378e+00
 -5.28976250e+00 -1.29148159e+01 -3.75007629e+00 -8.39917946e+00
 -5.59928942e+00  3.25622797e+00  5.79711974e-01  4.09678984e+00
  9.55408955e+00  9.12636185e+00  1.00704632e+01  3.46038675e+00]",shahed
"[-411.91077    117.431526    19.91249     37.261383    18.996017
    7.658717   -44.04737     -6.844423    -1.5286129  -18.738935
   -2.145459    -5.0185766   -9.283181    -8.733369    -8.299503
   -6.936584   -13.747696     2.289181    -6.4756727   -6.0191593
  -11.130222     2.230922   -11.8404045  -10.688539    -4.3564277
   -4.3128324   -4.5046363   -6.0499115    2.1508336   -9.611459
   -2.0906737   -5.018537    -3.0812082    4.702692     0.8237908
    3.2407837    5.5484757    7.543507     9.012732     1.4159884]",shahed
"[-405.56006     104.78643      25.448011     23.951427     12.601666
   19.21935     -30.440294     -7.4097657   -11.83908     -16.502165
  -10.06529     -10.08385      -8.645329     -5.8881044   -10.095147
   -8.648837    -11.789498      1.9769996    -0.47339106   -4.329874
  -14.677627      1.309932    -11.197315    -11.875731     -5.94249
   -6.987164     -1.5536221    -8.301371      1.1518316    -4.660911
    0.9574438    -4.9897327     0.9409517     4.018703      2.2036154
    3.036502      6.032783      5.531185      4.574108      1.6321762 ]",shahed
"[-4.1295700e+02  1.2232595e+02  2.1359100e+01  1.7639740e+01
 -5.6036940e+00  1.8775736e+01 -2.8397472e+01  6.7563462e+00
 -1.6487600e+01 -6.5802412e+00  8.6936420e-01 -9.5655174e+00
 -3.2242179e+00 -1.1963358e+01 -2.2403634e+00 -1.4906436e+00
 -7.6477509e+00 -9.8233646e-01 -2.9447792e+00  1.8422883e+00
 -1.3665676e+01 -1.0040035e+00 -1.3752850e+01 -2.2981882e+00
 -7.1269422e+00 -4.0122952e+00 -2.3267233e+00 -1.3482068e+01
  7.2556549e-01 -8.6896296e+00  3.0925965e+00  1.9952188e+00
 -6.2377577e+00  2.6853106e+00 -5.3043323e+00 -2.4481199e+00
 -3.8782948e-01  4.9719486e+00  7.3630184e-01  2.1195732e-01]",shahed
"[-4.6759698e+02  1.1013735e+02  4.6847234e+00  1.3192414e+01
  1.1773545e+00  5.8455901e+00 -8.4297342e+00 -3.9281640e+00
 -4.2866057e-01 -3.4330636e-01 -9.9628711e-01 -7.4072933e+00
 -9.6338692e+00 -6.3338284e+00 -6.9468112e+00 -4.4099650e+00
 -6.5001621e+00 -1.7953773e+00 -1.4183998e+00 -4.1656724e-01
 -5.7355962e+00 -3.9608002e+00 -7.7690716e+00 -6.8027492e+00
 -3.8739700e+00 -3.8135557e+00 -6.8317399e+00 -5.8972683e+00
 -4.0022755e+00 -3.6114907e+00  1.5155077e-01 -2.7903728e+00
  4.4555342e-01 -1.8323054e+00 -4.2388434e+00 -1.5022076e+00
 -2.5779397e+00  4.9101371e-01  2.7938738e+00 -7.8131729e-01]",shahed
"[-376.17596     98.082794    16.508587    24.223925    -4.002083
   28.328655   -25.107908    -3.1871393  -15.030319     7.8439846
   -2.5869591   -6.6534076   -7.43499     -2.316582    -6.594399
    5.046488   -18.114641     1.5359613   -0.8389154    1.1593732
  -13.583528     8.41206    -17.54803     -5.7579036    1.2362355
   -8.609826     2.43547     -9.625417    -1.7894069   -6.490174
   -3.2909548   -6.287826    -5.1391826   -1.0348192   -8.819327
   -2.010311     4.5581355    6.9825063    3.4699633    7.504399 ]",shahed
"[-433.00098     155.13388      18.457289     15.074018     11.936139
   14.460056    -24.601215     -9.712266     -9.457226     -6.865405
   -3.0170364    -3.4949746    -4.9482455   -10.218253     -5.916137
   -2.7987292   -13.535732      2.157179     -7.79453       1.1257017
  -15.02067      -0.9348376   -10.4691725    -6.7804265    -5.536272
   -8.525992     -5.5313945   -12.916126     -2.0450723    -9.166917
    2.712726     -3.923052     -8.862822      0.58972037  -11.236354
   -6.3395753    -1.1333077    -1.6416938     7.1889696     3.2873724 ]",shahed
"[-416.0412     121.68405    -10.280031    16.473467    19.415213
   25.633986   -28.392437   -20.355597    -2.6781983   -5.909901
   -5.2410245   -7.5105877   -2.1850212   -9.540123    -9.34434
   -3.1515906   -5.3779697    2.3797114   -4.620537   -10.659772
   -6.5993495    1.8263798  -11.67594     -3.3889437   -2.310322
   -5.4121156  -12.652175    -4.672581     1.0515685   -9.365279
   -2.1866207   -4.8126845   -5.498432    -3.4617712   -4.9444637
    1.5353175    1.1510056    3.7560332    3.0282896    0.5922401]",shahed
"[-3.8142365e+02  5.7957535e+01  2.1365271e+01  3.3065960e+01
  1.4842173e-01  4.1228706e+01 -3.8558857e+01 -2.2192881e+00
 -1.7606483e+01 -6.4120922e+00 -1.2656983e+01 -2.3232062e+00
 -1.1758044e+01  7.2081909e+00 -1.2099655e+01 -3.4701449e-01
 -3.6771326e+00  5.6184025e+00 -5.1044874e+00 -1.3308506e+00
 -1.4953856e+01  2.7387707e+00 -7.1551876e+00 -1.3964337e+01
 -7.6917830e+00 -9.4530904e-01 -5.9606395e+00 -4.9192357e+00
 -6.6886538e-01 -8.9484701e+00 -8.3629614e-01 -3.7146118e+00
  1.3135961e-01 -6.0118947e+00 -1.0313637e+00 -2.9752493e+00
  2.6656020e-01  5.8703846e-01  3.5575280e+00 -1.3234158e+00]",shahed
"[-4.0791507e+02  1.2474897e+02  2.1131771e+01  2.0224134e+01
  2.4311918e+01  5.4353442e+00 -2.4341932e+01 -2.1351879e+00
 -1.7640427e+01 -1.0346284e+01 -2.3224204e+00 -6.4604154e+00
 -8.9852705e+00 -1.2841630e+01 -4.1620412e+00 -7.7720795e+00
 -8.6726370e+00  4.8684096e+00 -5.1088619e+00  3.9005339e-01
 -1.1695339e+01  1.7393819e+00 -6.4205003e+00 -1.7721783e+01
 -1.8661895e+00 -7.3053193e+00 -9.2728462e+00 -6.2299042e+00
 -1.5293237e+00 -4.8727283e+00 -1.8841732e+00 -9.5671332e-01
 -1.7100353e+00  3.2382593e+00  2.1556115e+00  4.7067699e+00
  5.3899770e+00  7.2358198e+00  4.6384602e+00 -2.5538752e+00]",shahed
"[-4.49560364e+02  1.11323555e+02  1.04752731e+00  2.80534649e+01
 -2.33109903e+00  2.11633053e+01 -1.78789597e+01 -9.38933754e+00
 -1.06097651e+01  6.92216301e+00 -7.98818588e-01 -1.26221037e+00
 -1.07100477e+01 -3.71562052e+00 -7.46436119e+00 -6.54363251e+00
 -5.11535454e+00 -4.33743334e+00 -7.05687284e+00  7.18185139e+00
 -1.03408346e+01 -2.35434270e+00  6.29910707e-01 -7.59419870e+00
 -4.65841532e+00 -4.38470507e+00 -9.55129623e+00 -4.75545359e+00
 -2.21615481e+00 -5.92411184e+00 -1.02071472e-01 -1.01475930e+00
 -4.50530672e+00 -3.27845287e+00 -2.81790876e+00 -6.58119154e+00
 -3.46736455e+00 -3.45155549e+00  1.11466849e+00 -8.30379665e-01]",shahed
"[-4.7708548e+02  9.3599030e+01  9.5680704e+00  2.0076277e+01
  1.0479709e+00  1.7104101e+01 -1.2042837e+01  1.2849482e+00
 -1.0265932e+01 -5.9123859e+00 -4.7539978e+00 -8.9683170e+00
 -8.7625008e+00 -1.8463506e+00 -3.0371988e+00 -6.9442182e+00
 -7.8623753e+00  4.9106717e+00 -7.6613102e+00 -1.4984984e+00
 -4.2051315e+00 -1.3694984e-01 -2.2416153e+00 -1.1848388e+01
 -4.6941924e+00 -1.5858475e+00 -8.0033703e+00 -3.5788910e+00
  2.9465086e+00 -4.1656671e+00 -3.5996010e+00 -3.8802154e+00
 -1.0363027e+00 -2.6860702e+00 -8.2597071e-01 -4.4798427e+00
 -3.7795777e+00 -2.6247878e+00  1.2175788e+00 -1.9324402e+00]",shahed
"[-3.06713104e+02  1.20326363e+02 -6.24322367e+00  2.22418022e+01
  4.23919344e+00  1.42358036e+01 -4.32428551e+01 -2.35361052e+00
 -1.45505943e+01 -5.71308613e+00 -4.62420464e+00 -4.78508264e-01
 -5.34497023e+00 -1.20116434e+01  1.48953110e-01 -1.16778011e+01
 -1.38631935e+01  6.11211729e+00 -1.19126835e+01  7.65199471e+00
 -2.13485088e+01  2.16387010e+00 -5.32726097e+00 -1.84665909e+01
 -5.83231640e+00 -7.62937784e-01 -1.27207117e+01 -1.90335500e+00
 -3.29437470e+00 -1.49456081e+01 -5.42189538e-01 -1.11608572e+01
 -3.37398624e+00 -3.35360122e+00 -2.89494306e-01  2.54594183e+00
  5.05429792e+00  1.26119719e+01  1.73934097e+01  4.42875624e+00]",shahed
"[-3.1990356e+02  1.1321845e+02 -2.2804871e+01  2.2397499e+01
 -1.5602087e+01  3.0114347e+01 -2.3891668e+01 -1.2775239e+01
 -1.4557967e+01 -2.7176943e+00  9.0784818e-01 -6.4804215e+00
 -1.5288388e+01 -8.5073957e+00 -1.0659540e+01 -7.9454060e+00
 -5.7824740e+00 -3.8255599e+00 -1.0716392e+01  1.8897055e+00
 -1.9917757e+01 -4.3991002e-01 -2.1629877e+00 -1.3251691e+01
 -3.5607271e+00 -4.8439770e+00 -4.9684362e+00 -2.9694140e+00
 -6.4291844e+00 -6.1376710e+00  5.4638475e-01 -6.9092197e+00
 -9.4546854e-01  2.1577090e-01 -4.3216878e-01 -1.5385550e+00
 -2.7153132e+00  8.3368772e-01  2.7665980e+00  1.1055707e+00]",shahed
"[-408.70703     96.55555     14.392925    24.988396    -6.242735
   26.349403   -26.607649    -5.7727513   -3.8211482   -1.6821861
   -8.314554   -19.23284    -13.921467     1.1046255   -1.9958667
  -10.341497    -5.9279485   -2.9964767  -11.437054     5.5980434
  -12.091983     4.452845    -3.0591674  -18.502676     5.4143825
   -2.1524835  -10.980302    -6.119304    -2.7256517   -2.5151503
   -5.1687503   -3.9110105   -1.9030509   -4.077364    -3.1528718
   -1.839803    -6.3279834    5.4339213    5.267365    -4.4884562]",shahed
"[-392.9034       89.55262       7.0818343    26.365126     15.70534
   29.902407    -28.275623     -8.156346    -17.935934     -2.170282
   -8.470127     -4.776122    -10.226501     -3.3879516    -6.5811296
  -10.47531      -8.463486      2.5522738   -10.433796      4.6492543
  -14.507438      1.9678975    -3.8434355   -15.965804      0.86940295
   -5.937653     -8.281223     -7.0464706    -3.477814     -8.119482
   -8.305688     -4.500961     -2.1837807    -2.7299242    -5.5393305
   -0.8636875    -1.2862437     5.8086405     5.897675      0.3935158 ]",shahed
"[-4.0374353e+02  9.6583076e+01  2.7041460e+01  2.1554838e+01
  7.1752834e+00  3.7257164e+01 -2.5269951e+01  7.1255159e+00
 -1.4578236e+01 -1.3106828e+01 -2.6340181e-01 -8.7600241e+00
 -1.4650152e+01 -3.5479014e+00 -1.3024581e+01  1.1002854e+00
 -1.1426986e+01  8.8904409e+00 -1.0412464e+01  2.5660017e+00
 -1.9880928e+01  4.8280153e+00 -5.2509713e-01 -1.6411814e+01
  1.8689563e+00 -3.9144075e+00 -1.2908322e+01 -9.3539572e+00
 -8.3973986e-01 -7.8039050e+00 -2.3000159e+00 -1.3360833e+01
 -8.5097235e-01 -4.6273885e+00 -8.3299017e+00 -2.3461721e+00
 -9.9791269e+00  5.6797848e+00  6.1132245e+00  2.8569632e+00]",shahed
"[-4.13612427e+02  1.41753922e+02  2.03147564e+01  1.01120386e+01
 -1.36090736e+01  1.67236500e+01 -1.00598392e+01  5.12271166e+00
 -1.65528698e+01 -1.06436720e+01  1.57783031e-01 -4.64155817e+00
 -6.64738941e+00 -4.68464899e+00 -9.82396126e+00  2.29429841e+00
 -1.30700073e+01 -2.66510820e+00 -1.35740671e+01  1.22946787e+01
 -1.47020845e+01 -5.94102287e+00 -1.55569839e+00 -1.24067039e+01
 -7.60279131e+00 -2.27195191e+00 -6.42196226e+00 -1.21479006e+01
 -3.00417566e+00 -1.11113205e+01 -1.02923119e+00 -1.09526825e+01
 -2.66887331e+00 -5.06390445e-02 -5.31649780e+00 -2.81883383e+00
 -5.51388073e+00 -3.53997326e+00  2.64504671e-01 -1.12597287e+00]",shahed
"[-435.6199      119.732635     13.227634     19.96682      24.072954
   15.540433    -12.808863    -17.100058    -13.444458     -1.209925
   -1.6242421    -4.2788606   -15.282871     -5.797674     -2.0378144
   -1.2213763    -5.0348625    -1.8627563   -14.123038     -0.86461425
   -7.362375      1.2197846    -1.9536381   -19.77555      -5.894649
    1.0209943    -9.525884     -8.70739      -3.2246177   -12.043365
   -1.7703608    -9.131383     -4.7619953    -3.6577978    -2.6196797
   -2.4194338    -3.5702102    -2.8761163     2.9624467     2.655308  ]",shahed
"[-5.1111282e+02  1.0544285e+02 -3.6259823e+01  3.3013706e+01
 -3.3117664e+01  2.6095304e+01 -2.1617685e+01  9.3540373e+00
 -1.2796719e+01  1.8928408e+01 -1.8265017e+01 -2.2859368e+00
 -1.0579489e+01  8.6927977e+00 -5.0459194e+00 -2.9165366e+00
 -6.3106565e+00  3.8784151e+00 -9.8381863e+00  8.7984610e+00
 -1.7554693e+01  6.8113208e+00 -3.2456744e+00 -7.1495166e+00
  2.4416280e+00 -4.6554475e+00 -2.4364598e+00 -1.3505722e+00
 -3.7856035e+00 -1.2820362e-01 -3.1090319e+00 -3.8613236e+00
 -1.9451714e-01 -1.5166492e+00 -5.0604186e+00  1.5956041e+00
 -6.2305560e+00  2.2504518e+00 -5.6045361e+00 -6.5743607e-01]",shahed
"[-3.7007095e+02  1.0881760e+02  1.2975380e+00  1.7767935e+01
  1.3997338e+01  1.8293524e+01 -3.2128887e+01 -1.3515866e+01
 -1.9323702e+01 -7.2273822e+00 -1.1246163e+01 -1.2344424e+01
 -1.8502712e+00 -8.2091665e+00 -6.7336211e+00 -8.6067915e+00
 -8.3555031e+00  6.1166625e+00 -9.0227890e+00 -2.2113481e+00
 -1.2068816e+01 -2.4801525e-01 -9.5638189e+00 -1.8553129e+01
  2.5213137e+00 -9.6660280e+00 -7.9394698e+00 -4.0873036e+00
 -1.1931523e+00 -1.7302899e+00  4.4408450e+00  2.8187950e+00
 -8.0568784e-01  7.0501041e+00  2.7368335e-02  6.6147795e+00
  4.2806711e+00  4.4161143e+00 -1.8704883e+00 -5.5564079e+00]",shahed
"[-3.5352530e+02  1.3065639e+02  8.2133570e+00  1.9377790e+01
  1.1571150e+00  3.4919182e+01 -3.1817860e+01 -2.0695595e+01
 -2.2516350e+01 -1.8711308e+00 -1.7390186e-01 -3.3106432e+00
 -6.3955493e+00 -9.1802425e+00 -1.0222137e+01 -3.5480025e+00
 -6.7339811e+00 -5.1831956e+00 -1.1570418e+01  1.2654860e+00
 -1.5905826e+01  3.7001967e+00 -1.5593918e+01 -1.4575187e+01
 -1.9582518e+00 -2.9298539e+00 -6.7067609e+00 -7.0296326e+00
 -2.9239388e+00 -1.0708256e+01 -4.6410031e+00 -5.0507865e+00
 -6.7134976e+00 -1.6813718e+00 -6.5661011e+00  2.1238778e+00
  1.0283276e+01  7.6038713e+00  1.1478793e+01  8.6691599e+00]",shahed
"[-376.84128     96.417915    30.657396    41.31756     17.245398
   36.394283   -42.569813   -13.45769    -18.430143    -1.9883046
  -15.940055    -2.3301284  -14.374836    -4.8319116   -8.39725
   -5.3511324  -12.25318      4.8567185  -10.957088    -5.9691715
  -13.510703     7.587195   -10.247561   -17.20996     -2.201113
   -6.6311336  -11.678748    -1.0998613   -5.7864623   -8.252618
    1.6586144   -6.5178103   -8.464449    -3.8129058   -5.7205276
   -6.1199584    3.3087804   -0.8559698    4.3630137    5.8284664]",shahed
"[-400.1086      133.72351      17.520521     47.213406     25.652483
   15.699954    -32.99387      -9.083253    -13.54126      -8.2349615
   -8.444698     -4.508169     -8.356801    -12.298501      2.3796568
  -13.907083    -15.503626      9.249101     -8.232498      2.3932078
  -19.98127      -0.83128285   -7.4738874   -17.458733     -5.9220247
   -4.871161     -8.314673     -7.23941      -4.612734    -10.0230875
    1.4692109    -5.4747767   -10.426098     -3.4201212   -11.773841
   -8.095341      2.5244827    -0.52160877    8.410131      5.292228  ]",shahed
"[-4.9582028e+02  1.0762088e+02  3.1041706e-01  3.4129852e+01
  6.9077253e+00  1.2711544e+01 -2.1713385e+01 -2.8587315e+00
 -4.6325684e+00 -8.8526325e+00 -7.9700947e+00 -8.6166086e+00
 -7.4282198e+00 -7.7746687e+00  6.0348481e-01 -4.6034055e+00
 -6.7957287e+00  3.9975617e+00 -6.2574277e+00 -1.6521976e+00
 -1.0881698e+01  2.8447938e+00 -2.0046456e+00 -8.8895454e+00
 -5.5433269e+00 -2.0610793e+00 -8.6038580e+00 -4.3937426e+00
  4.0932700e-02 -6.8419204e+00 -2.2004240e+00 -4.5704784e+00
 -6.1516023e+00 -2.7665741e+00 -3.2704871e+00 -3.6956108e+00
 -1.9931664e+00 -3.1142027e+00 -1.4794406e+00 -2.9176562e+00]",shahed
"[-4.68498444e+02  9.75335159e+01 -1.17890415e+01  2.34865971e+01
  1.85476398e+01  1.34884338e+01 -1.44367580e+01 -6.72319031e+00
 -3.05002183e-01  6.28289366e+00  3.73683786e+00 -1.79844646e+01
 -8.67517376e+00 -8.42945194e+00  1.31030929e+00  5.71021080e-01
 -1.00622759e+01  4.44702911e+00 -7.25070000e+00 -2.86844730e+00
 -3.17394328e+00 -7.95601904e-01 -2.73456979e+00 -6.22311687e+00
 -7.17014313e-01 -5.17917919e+00 -6.43460417e+00  1.07310212e+00
 -3.12654138e+00 -3.98787999e+00  8.02257359e-01 -1.56140947e+00
 -2.43887210e+00  7.59287059e-01 -2.97837162e+00 -3.29708409e+00
 -2.83270073e+00 -1.35157526e+00 -1.59012425e+00 -7.03626680e+00]",shahed
"[-3.7587970e+02  7.2176140e+01  2.2845484e+01  2.1776293e+01
 -6.8794951e+00  2.6414156e+01 -3.5144466e+01 -9.0678949e+00
 -2.3283175e+01 -6.4918880e+00 -3.4039176e+00 -2.4624860e+00
 -1.2949718e+01 -8.3018179e+00 -8.3413944e+00 -7.2920780e+00
 -1.2172817e+01  6.7445912e+00 -8.8163548e+00  6.7081141e-01
 -1.6958855e+01  1.5417209e+00 -1.1071857e+01 -8.9348974e+00
 -1.6281765e+00  8.1230514e-02 -9.3769436e+00  2.8789289e+00
  2.9087183e+00 -7.5506215e+00  6.9761662e+00  3.4194174e+00
 -4.2349987e+00  3.1904671e+00 -4.5606766e+00 -3.9636407e+00
  5.0634727e+00 -2.5622830e+00  2.5255919e+00 -2.7650506e+00]",shahed
"[-4.07482697e+02  8.48170700e+01  3.25480103e+00  2.30855656e+01
  1.01550758e+00  1.16545076e+01 -2.23027782e+01 -1.44583645e+01
 -1.20926847e+01  1.65736496e+00  5.55269837e-01 -3.53404212e+00
 -1.22039003e+01 -9.19601345e+00 -8.93603039e+00 -2.76492333e+00
 -5.72822142e+00 -3.81239939e+00 -8.55056858e+00 -3.06534266e+00
 -3.70605445e+00  8.07080492e-02 -9.15330410e+00 -9.18525505e+00
 -2.04769588e+00 -8.70758438e+00 -8.26595783e+00 -7.20180750e-01
 -4.60466051e+00 -7.15664721e+00  2.07569790e+00  6.08168364e-01
 -1.41541100e+00  1.09684050e+00 -1.34744239e+00 -5.57112932e-01
  3.52695441e+00 -1.42933786e+00 -1.87827575e+00 -9.68999445e-01]",shahed
"[-4.0162274e+02  1.5488979e+02  2.5675676e+01  6.5759797e+00
  9.2587337e+00  7.4229932e+00 -1.8294123e+01 -9.2346916e+00
 -1.9863661e+01 -1.6583248e+01 -5.4471731e+00 -6.3105550e+00
 -9.9843407e+00 -1.6330107e+01 -1.7665889e+00 -4.5552135e+00
 -7.5526891e+00 -3.0024016e-01 -1.2344794e+01  2.0465622e+00
 -1.5054595e+01 -4.3979459e+00 -9.8947830e+00 -1.1614793e+01
 -1.0997545e+00 -7.1368346e+00 -7.3967686e+00 -7.2588778e+00
 -3.4289725e+00 -5.6698389e+00  3.7982255e-01  2.0219321e+00
 -4.8167917e-01  5.4153781e+00  2.6941876e+00  1.1472121e+00
  4.4453049e+00  6.5232987e+00  1.0236225e+01  3.0152841e+00]",shahed
