feature,class
"[-336.84912    148.00108    -67.5536       2.127775    17.290195
   -9.313526   -21.24897      2.0702531  -27.264198    -8.868236
   -6.430225   -18.353167    -3.3130076  -12.368134    -1.3419372
   -9.743076   -12.835148    -7.322754    -5.5834155   -6.165439
   -8.25611      4.267539    -4.8245974   -2.5643778   -3.573181
   -7.644242    -3.2407532   -3.4112883   -4.8021493   -5.2667484
    1.4110274   -4.9460444   -4.358749    -6.3317776   -4.9771333
   -5.317654    -5.013591    -4.1771345   -7.80146     -4.4551363]",imran
"[-3.1986389e+02  1.4600299e+02 -4.9016384e+01  3.7305984e+01
  1.7421799e+01 -2.1671154e+01 -2.9576588e+01  5.7152538e+00
 -3.0530109e+01 -1.6043135e+01 -1.3248947e+01 -2.1673738e+01
  2.2798388e+00 -2.0041121e+01 -5.2204370e+00 -1.0111026e+01
 -1.4433469e+01 -3.7383394e+00 -8.2891397e+00 -7.2145524e+00
 -9.3050995e+00  2.2163699e+00 -5.2484455e+00 -1.9591064e+00
 -2.6358519e+00 -5.2220502e+00  1.0068953e+00 -5.3272367e+00
 -3.5369208e+00 -5.1763825e+00 -1.5938292e-01 -2.2061882e+00
 -7.1484985e+00 -6.8161974e+00 -3.2229147e+00 -6.8669353e+00
 -6.0710068e+00 -1.4434192e+00 -7.0948930e+00 -4.6127825e+00]",imran
"[-5.0850204e+02  9.2146782e+01 -1.8049267e+01  2.2178247e+01
  2.5900824e+01 -1.2937740e+01 -1.4009215e+01 -9.4392008e-01
 -1.4640891e+01 -9.9736185e+00 -1.1183442e+01 -1.0489310e+01
 -2.3193679e+00 -1.1417016e+01 -3.2191565e+00 -2.2222445e+00
 -6.0209193e+00 -4.9948134e+00 -4.8884807e+00 -5.0073781e+00
 -5.7402382e+00 -1.7084755e+00 -4.0360932e+00 -4.2870757e-01
 -2.8012793e+00 -5.6332927e+00 -1.5992665e+00 -2.2115650e+00
 -8.3299708e-01 -2.5011184e+00 -8.6857580e-02 -1.6453795e+00
 -4.3051805e+00 -1.1642627e+00 -1.3100152e+00 -2.5996420e+00
 -2.3414154e+00 -1.1564322e-01 -3.7350886e+00 -3.1412606e+00]",imran
"[-3.7240314e+02  1.1004833e+02 -4.6999817e+01  1.3416833e+00
 -1.0393533e+01 -1.4379090e-01 -2.2470583e+01  2.6252244e+00
 -2.2858202e+01 -2.9102194e+00 -6.5857830e+00 -8.2074404e+00
 -3.3837936e+00 -1.2034927e+01 -9.9566805e-01 -1.3429435e+01
 -7.2425289e+00 -5.9612670e+00 -1.2525275e+01 -6.4389558e+00
 -6.0538640e+00  2.1093641e-01 -1.1311085e+01 -1.5307307e-01
 -5.3523211e+00 -4.3370280e+00 -1.3644507e+00 -3.9417632e+00
 -1.2233118e+00 -7.7019758e+00  2.4437470e+00 -5.0232191e+00
 -1.9536220e+00 -6.2733302e+00  2.7632895e-01 -3.6747630e+00
 -2.7310266e+00  2.0920466e-01 -3.9999921e+00 -3.3143945e+00]",imran
"[-437.33255     109.72432     -57.361435     27.394163     22.860233
  -15.559012    -20.385658     -0.5911706   -14.628073      1.4314117
  -12.652493    -18.080088     -1.9674606   -10.472553     -4.236194
  -14.368476    -15.722891     -6.537343     -8.941959     -9.712795
   -8.4347925     4.1708646    -1.6095659    -5.6792154    -7.258163
   -3.7415082    -0.7527085    -4.361925     -4.521359     -2.4173136
    3.0823243    -4.8878093    -1.5164876    -1.2811936    -1.9693935
   -4.121236     -3.6915338    -0.78100896   -5.379422     -3.4330459 ]",imran
"[-4.0809363e+02  1.1116118e+02 -5.0123051e+01  9.9727116e+00
  1.0021418e+01 -2.2785909e+00 -3.8424301e+01 -1.1379879e+01
 -1.6203640e+01 -3.7428095e+00 -8.7843361e+00 -1.4348907e+01
  1.2769543e+00 -6.6028519e+00 -4.6296933e-01 -1.3339372e+01
 -1.2094929e+01 -3.8599012e+00 -5.1377177e+00 -8.1338692e+00
 -9.3767061e+00 -3.0260962e-01 -5.1905808e+00 -2.2561949e-01
 -9.5053053e+00 -5.1573706e+00 -2.8395255e+00 -6.5019689e+00
 -1.6494979e+00 -6.4240718e+00  2.2457530e+00 -3.1961520e+00
 -2.3083949e+00 -4.8636160e+00 -3.9729049e+00 -3.9892349e+00
 -4.3303828e+00 -1.2537341e+00 -4.2330093e+00 -1.4421302e+00]",imran
"[-500.85257    107.005974     2.528229    -2.2078714   -4.206658
  -10.41849     -6.0567245   -1.0581534  -16.056725   -12.142506
  -10.217897    -8.01687     -4.8017893  -11.597769    -3.6138358
   -3.0209389   -4.863605    -0.8498753   -3.637239    -5.278018
   -5.999567    -1.8498157   -4.8666286   -5.9706907   -4.8982325
   -4.8104153   -2.861955    -1.6007984   -2.3646984   -2.5362127
   -1.1379313   -1.5842719   -1.8380147   -3.0407882   -2.156708
   -1.3293977   -2.612129    -2.6105437   -4.319793    -3.1907454]",imran
"[-3.59528320e+02  1.71510605e+02 -3.28428612e+01 -1.23099785e+01
 -8.23725128e+00 -3.72912331e+01 -2.12278900e+01  1.47036922e+00
 -2.66321487e+01 -1.74277630e+01 -1.69830303e+01 -6.17878532e+00
  5.52635241e+00 -1.26598969e+01 -7.70859098e+00 -1.82124367e+01
 -1.48822355e+01 -9.07780647e+00 -1.03436918e+01 -9.58316040e+00
 -1.14205513e+01 -3.45422208e-01 -6.09243441e+00 -2.36938310e+00
 -2.48570800e+00 -3.05351853e+00 -1.11286807e+00 -5.19094276e+00
 -3.25078678e+00 -4.76534796e+00 -7.54480898e-01 -2.00851917e+00
 -3.37269354e+00 -1.66847074e+00 -3.44053650e+00 -2.89471364e+00
 -1.77173030e+00 -2.53225303e+00 -4.60465908e+00 -4.21593809e+00]",imran
"[-421.00516    154.24506    -33.218807    -9.802627    15.309437
  -16.670366   -21.586382    -0.7533484  -27.007454   -15.271518
   -5.7039022   -4.4487453   -2.0008152  -12.445142    -2.6940699
  -13.733151   -11.602387   -12.1736765  -11.200976    -5.24981
  -10.474397    -3.1689513   -5.0993495   -2.5820713   -5.7784595
   -4.108958    -1.6469188   -4.299017    -3.324414    -5.948036
   -0.5457299   -3.0191054   -1.6438638   -1.5793208   -3.589128
   -3.5027297   -3.8462965   -0.9492619   -2.5419207   -1.3454981]",imran
"[-3.4241742e+02  1.6914813e+02 -4.8105759e+01 -2.1354662e+01
  3.7612464e+00 -8.8943167e+00 -2.2454290e+01 -8.2662706e+00
 -3.6062366e+01 -1.0825532e+01 -4.2004819e+00 -9.8619118e+00
  9.8460984e-01 -8.1362801e+00 -4.6356368e+00 -1.2973682e+01
 -9.5569830e+00 -1.3644894e+01 -9.3692198e+00 -4.6853509e+00
 -1.0130457e+01 -2.2839239e+00 -9.2456293e+00 -5.6745877e+00
 -5.8958802e+00 -3.4244478e+00 -4.5718989e+00 -3.6587586e+00
 -2.0078163e+00 -7.4957929e+00  1.6458548e+00 -3.6508133e+00
 -3.0165060e+00 -4.9807978e+00 -4.4129109e+00 -5.0243106e+00
 -3.7029207e+00 -1.5613586e-01 -4.2708750e+00 -2.3082526e+00]",imran
"[-4.7920047e+02  7.0557854e+01 -2.6895811e+01  3.1926857e+01
  2.0346937e+01 -1.4206257e+01 -1.1083598e+01  6.1630063e+00
 -1.6982613e+01 -1.1644040e+01 -7.5500641e+00 -1.1025361e+01
 -8.2070503e+00 -1.5355511e+01 -2.5344579e+00 -6.2071395e+00
 -9.8132076e+00 -8.7914391e+00 -8.3144503e+00 -5.5626774e+00
 -4.7901816e+00  9.4036561e-01 -2.6729152e+00  9.3602276e-01
 -1.5004996e+00 -3.4882097e+00  3.2863501e-01 -1.1689897e+00
 -4.6984630e+00 -3.5195451e+00  1.0375311e+00 -5.6958814e+00
 -3.7614095e+00 -4.2493277e+00 -2.6829164e+00 -1.8143007e+00
 -3.2500877e+00 -7.6535171e-01 -5.2894812e+00 -1.8876079e+00]",imran
"[-3.4708234e+02  1.1917769e+02 -5.9441090e+01  1.8329100e+01
  9.1370735e+00 -2.0133913e+01 -3.4787395e+01  8.8290567e+00
 -2.4678780e+01 -1.4628335e+01 -1.5900162e+01 -1.5574246e+01
  3.5262320e+00 -1.3674450e+01 -5.2272983e+00 -9.6686735e+00
 -1.1814087e+01 -3.6646333e+00 -9.7477064e+00 -6.9820867e+00
 -9.6079111e+00 -1.6737380e+00 -7.9022889e+00 -5.6586194e+00
 -9.0974722e+00 -6.5156932e+00 -5.3605542e+00 -5.6544476e+00
 -4.2847948e+00 -7.0038438e+00  3.9827164e-02 -6.7715011e+00
 -2.6201077e+00 -6.8137050e+00 -3.4786570e+00 -6.2438602e+00
  1.1053869e+00  3.0647459e+00 -8.1288260e-01  1.9895858e+00]",imran
"[-3.50093964e+02  2.03623535e+02 -3.97338524e+01 -1.23456478e+01
  4.84623241e+00 -2.73017273e+01 -1.16720877e+01  3.35069180e-01
 -3.01969547e+01 -1.78817215e+01 -9.55560684e+00 -1.21793947e+01
 -7.87710762e+00 -1.65606308e+01 -9.42216873e+00 -1.33388605e+01
 -1.78222141e+01 -1.17922544e+01 -9.88833237e+00 -1.40709295e+01
 -1.00321484e+01  6.09893203e-01 -6.45050383e+00 -4.34989309e+00
 -3.99305630e+00 -8.27297211e+00 -4.17656612e+00 -3.60026789e+00
 -4.84271383e+00 -4.01430702e+00 -1.25114930e+00 -4.41733360e+00
 -5.53800964e+00 -6.20089769e+00 -7.62465096e+00 -5.49871635e+00
 -3.62853789e+00 -3.98523116e+00 -6.26071119e+00 -4.48386765e+00]",imran
"[-6.8226172e+02  4.7612537e+01 -3.5550018e+01  1.4387554e+01
 -2.0573235e+01 -3.1975618e-01 -2.4365456e+01 -4.9046421e+00
 -1.1928799e+01 -1.8355340e+00 -7.2141924e+00 -7.5324597e+00
 -1.0171859e+00 -2.8215673e+00 -1.4854890e+00 -5.7651277e+00
 -1.1190675e+01 -1.9870892e+00 -4.3899975e+00 -6.1589284e+00
 -5.6416860e+00  7.9050245e+00 -2.8168094e-01 -7.3482329e-01
 -2.4819925e+00 -1.7883900e+00 -3.0276909e+00 -1.6369461e+00
 -1.8284459e+00 -2.7006130e+00  5.5582485e+00 -3.4986632e+00
 -1.2115564e-01 -3.5153570e+00  1.0733665e-01 -3.2785676e+00
  1.5493133e+00 -1.3782166e+00 -2.1504362e+00 -5.7177395e-01]",imran
"[-310.37698    165.93602    -51.53269      6.0945697    3.2657638
   -6.812676   -27.501135    10.451288   -22.474466   -12.816717
  -20.790855   -18.808174     1.4339584  -18.99001     -7.109117
  -18.635685   -14.814034   -10.405866   -10.775451    -9.959876
  -13.364063     4.002382    -6.553887    -2.436609    -7.9285946
   -4.83814      0.6533471   -6.4603252   -3.0268133   -5.994608
    1.44733     -5.4012427   -2.9422166   -6.1677837   -4.0586233
   -4.4711432   -1.626632    -1.1470498   -5.9029765   -1.2969016]",imran
"[-2.9838306e+02  1.7382591e+02 -6.9294762e+01  1.9050032e+01
  3.4292767e+01 -2.3967920e+01 -3.4589455e+01 -2.9383340e+00
 -2.4521944e+01 -1.2690240e+01 -1.3691369e+01 -1.3753597e+01
 -3.1989944e+00 -1.5648522e+01 -1.2646763e+00 -1.3279193e+01
 -2.0656126e+01 -1.6795656e+01 -1.5944522e+01 -9.7058544e+00
 -9.1651754e+00 -1.7933564e+00 -5.6948166e+00 -2.2583549e+00
 -7.6505923e+00 -6.6609282e+00  4.5779055e-01 -5.5132270e+00
 -5.2937288e+00 -4.4729290e+00  4.7574645e-01 -2.9950666e+00
 -4.6596661e+00 -5.1075325e+00 -3.2126582e+00 -6.2096400e+00
 -4.4795084e+00  1.7954536e-01 -7.5846343e+00 -4.4484792e+00]",imran
"[-5.0670300e+02  1.3545747e+02 -4.2185192e+01 -7.0873928e+00
  2.7260351e+01 -6.4948030e+00 -1.4472842e+01 -1.2360688e+01
 -2.0620344e+01 -1.5977406e+01 -1.3430883e+01 -6.7175007e+00
  9.9342823e-01 -4.9825640e+00 -8.7801714e+00 -3.0267708e+00
 -4.5321879e+00 -5.8576908e+00 -4.0482335e+00 -7.4956069e+00
 -9.6374846e+00 -1.6522286e+00 -3.6804256e-01 -6.2277756e+00
 -6.5728025e+00 -3.3860655e+00 -1.8469814e+00 -2.8024590e+00
 -4.6871843e+00 -1.5637429e+00 -3.2582262e-01 -4.4460163e+00
 -3.5709231e+00  5.9562182e-01 -2.2442358e+00 -4.0250440e+00
 -3.3874029e-01 -1.3724915e+00 -4.9406743e+00 -1.8333043e+00]",imran
"[-376.02588     165.45445     -42.799057     -3.9263763    17.465284
  -21.633295    -22.002764     -2.3998854   -19.446907    -14.780878
  -11.426705    -12.326278     -3.1413686   -12.16185      -7.350682
   -4.8067393   -11.530031    -13.350696     -7.4356217    -9.968192
  -13.0268345    -3.1885107    -6.177815     -7.3716855    -6.175325
   -6.3203444    -3.1372688    -3.0119448    -6.393253     -2.3850827
    0.42205954   -6.60177      -3.561073     -3.3590035    -4.9953337
   -3.7060397    -3.8255546    -3.3726866    -5.6916904    -3.0025687 ]",imran
"[-376.43802    177.45197    -35.834328    11.031092    30.789282
  -21.87781    -31.242037   -10.93077    -19.730389   -20.442781
  -15.688338    -7.1311564   -2.9402094  -14.163461    -4.4918494
   -1.3598583  -14.175278   -12.844173   -11.730659   -12.032391
  -12.374984    -8.598284    -6.4322248   -5.093572    -4.332144
   -3.8904946   -1.2374151   -4.1388974   -7.586455    -1.1882824
   -1.8038368   -6.6158996   -6.275349    -6.3691177   -4.6168633
   -5.802478    -3.4106367   -2.077864    -6.77568     -3.3467987]",imran
"[-4.4579102e+02  1.5035455e+02 -8.6504889e+00  3.2266556e+01
  2.4013079e+01 -1.7716772e+01 -3.2478142e+00  4.0344405e+00
 -2.1600500e+01 -1.2037219e+01 -9.2825575e+00 -1.4260044e+01
 -9.1054468e+00 -1.8883450e+01 -1.2620460e+01 -1.0645942e+01
 -1.6544477e+01 -1.0931681e+01 -1.0618642e+01 -8.3330002e+00
 -9.4582930e+00 -6.6860795e+00 -4.7100692e+00 -6.9071350e+00
 -5.3044238e+00 -7.8364429e+00 -7.8888059e+00 -5.0108242e+00
 -7.8726473e+00 -2.9347379e+00 -4.9434316e-01 -4.9723835e+00
 -5.2664580e+00 -6.8172154e+00 -6.4709096e+00 -6.0319576e+00
 -1.9134065e+00 -2.0589104e-01 -1.7943554e+00  1.5647534e+00]",imran
"[-4.8626349e+02  1.0237983e+02 -1.4340906e+01  2.7266169e+01
  3.1249006e+01 -9.8104334e+00 -1.0376492e+01  4.0971837e+00
 -2.0368559e+01 -2.0091591e+01 -1.6224541e+01 -1.4086795e+01
 -3.4378898e+00 -1.5766635e+01 -6.7443385e+00 -2.4934354e+00
 -9.9190378e+00 -7.0122685e+00 -4.2544765e+00 -4.8942895e+00
 -7.2610078e+00 -1.2082924e+00 -1.8448849e+00 -4.1484838e+00
 -2.8260272e+00 -4.0169621e+00 -3.0422471e+00 -1.9656353e+00
 -5.0466294e+00 -4.7014327e+00 -6.5480107e-01 -2.4663515e+00
 -2.4509060e+00 -2.3308408e+00 -1.8612396e+00 -1.8229363e+00
 -5.3121001e-01 -3.4373319e-01 -3.8540750e+00 -2.6097113e-01]",imran
"[-483.734       118.56846     -19.637062     -5.6518893    17.123564
   -1.5426062   -10.635229     -4.6852      -18.168041    -10.810601
   -4.9203877    -3.6088197     1.0071532    -7.2498417    -6.353418
   -5.3662014    -2.6681325    -7.8532834   -10.2449045    -6.058124
   -7.5523686    -5.1136303    -5.278194     -5.1466813    -5.3343415
   -3.8662908    -3.47426      -3.4239554    -5.2135854    -4.4444942
   -0.8924188    -3.6186767    -2.367533     -1.4360636    -1.3796343
   -3.978843     -2.5096176    -1.2251747    -3.77286      -0.60991603]",imran
"[-3.5056558e+02  1.4173990e+02 -8.7787994e+01 -3.0737908e+00
  1.9940702e+01 -2.3724413e+01 -2.7071779e+01 -1.3456587e+00
 -1.6795542e+01 -1.2744597e+01 -1.0493196e+01 -9.7580919e+00
 -1.6410713e+00 -9.9592400e+00  5.7202929e-01 -1.3236493e+01
 -1.1231068e+01 -4.7524533e+00 -1.3323424e+01 -7.9272795e+00
 -1.1165837e+01 -4.7506647e+00 -3.4482508e+00 -2.6175303e+00
 -6.2972636e+00 -9.1984577e+00 -2.2672467e+00 -3.7649519e+00
 -2.7908704e+00 -2.2058485e+00  1.7305185e-01 -2.7105701e+00
 -5.0418401e+00 -2.5262539e+00 -5.4641790e+00 -6.2342877e+00
 -8.0121863e-01  1.3292207e+00 -5.8620028e+00 -4.1879625e+00]",imran
"[-405.55304      92.254944    -31.961103     11.561936      4.160242
  -16.198915    -28.666729      3.3286393   -13.709083    -15.27962
  -11.344463     -5.540492      3.7239034    -1.2306931    -3.3101366
  -10.455281    -11.927673     -4.3481374    -5.150171     -6.0203304
   -9.390705     -7.1833024    -8.16679      -6.780682     -5.573819
    2.5089452     3.446339     -1.4586743    -3.332605     -8.575379
   -3.781415     -4.2700963    -2.3718588    -5.089428     -1.7329284
   -2.7875543    -0.5913826     0.71746063   -0.5355228    -0.4436391 ]",imran
"[-4.1008185e+02  1.4011929e+02 -5.2694191e+01  7.9116321e+00
  2.1719404e+01 -2.4111237e+01 -2.8608885e+01 -8.2710466e+00
 -1.3397916e+01 -5.4819145e+00 -7.6671553e+00 -6.4193921e+00
 -6.0035205e+00 -1.3480897e+01 -5.1632757e+00 -1.3046924e+01
 -1.4899708e+01 -9.0953588e+00 -1.0636868e+01 -1.0251354e+01
 -6.8671741e+00 -2.8914442e+00 -3.8927369e+00  3.4510142e-01
 -4.7900205e+00 -5.4530554e+00 -1.7531775e+00 -1.1296284e+00
 -1.0755010e+00 -5.7637668e-01  7.1127677e-01 -5.1027818e+00
 -5.3450031e+00 -5.0216327e+00 -2.3785937e+00 -5.5035710e+00
 -7.3587170e+00 -3.4149384e+00 -6.3205676e+00 -3.5301180e+00]",imran
"[-348.06824     158.80266     -65.29966      22.409468     24.963102
  -36.166897    -29.81446      -0.9565888   -25.118769    -12.084516
  -16.347506    -11.949961      3.8448853   -15.882432      1.6614434
  -14.472599    -13.210258     -1.653585    -15.265985     -9.282028
   -8.878188     -3.53996      -5.8415685    -5.805225     -7.346478
   -7.90526      -1.8716037    -4.156618     -4.563631     -2.8885317
   -0.43262318   -3.356465     -4.506528     -4.20062      -3.8425956
   -5.6549973    -3.4460328    -1.9549599    -6.1434417    -2.7741847 ]",imran
"[-334.73157    192.8105     -75.42116     -9.397163    38.472813
  -13.14255    -31.052986   -18.7595     -25.917229   -12.739334
   -5.000421    -7.9700456   -4.3514457  -11.137493   -11.310923
   -8.308333   -14.138577   -13.799806   -12.96614    -12.062467
   -9.646534    -5.4897637   -7.1621246   -5.8693547   -6.0628934
   -9.573404    -4.8196955   -2.6106832   -3.7365034    1.9215064
    2.7854614   -3.4300432   -3.1840734   -1.4890456   -4.2971826
   -4.9489856   -2.8943577   -3.659229    -3.797484    -2.6077452]",imran
"[-6.3234131e+02  5.1200558e+01 -1.5096616e+01  1.8170071e+01
  1.9938011e+01 -1.0430598e+01 -8.4877768e+00 -7.2116667e-01
 -2.0274427e+00 -2.8505507e+00 -5.4740109e+00 -3.2438581e+00
 -1.0910016e+00 -4.2717686e+00 -4.9045544e+00 -6.2446103e+00
 -7.3511271e+00 -4.2502322e+00 -5.3361897e+00 -7.6915951e+00
 -2.7367640e+00  1.6649690e+00 -9.2243731e-01 -4.1500568e+00
 -2.8024497e+00 -9.5645082e-01 -2.0330718e+00 -2.7188475e+00
 -1.4037645e+00 -1.9471936e-01  1.6519502e-02 -6.2331027e-01
 -1.2837087e+00 -1.3054492e+00 -1.0826442e+00 -1.4352283e-01
  3.9998770e-01 -1.6098380e+00 -1.7742809e+00  1.6625439e+00]",imran
"[-5.1681097e+02  9.2683296e+01 -3.5564320e+01  6.8930402e+00
  1.7803905e+01 -1.3479129e+01 -1.4271366e+01  4.5206056e+00
 -8.8972950e+00 -2.9275732e+00 -7.8887005e+00 -8.1624308e+00
 -3.1421316e-01 -1.2427494e+01 -3.2531729e+00 -7.8229356e+00
 -9.5123386e+00 -3.7901039e+00 -2.7431884e+00 -4.3730311e+00
 -7.6197295e+00  2.4061984e-01 -4.3081765e+00 -2.6235368e+00
 -2.5135705e+00 -5.1927800e+00 -4.1454270e-02 -1.4868058e+00
 -4.7925506e+00 -2.3134041e+00 -2.9270026e-01 -5.0636196e+00
 -2.8052220e+00 -3.3369157e+00 -4.6367035e+00 -3.6506708e+00
 -2.6794472e+00 -3.6063650e+00 -6.3048248e+00 -1.8469602e+00]",imran
"[-4.0728036e+02  1.3639880e+02 -4.2477894e+01  2.4862139e+01
  3.1460772e+01 -9.7443533e+00 -1.9405600e+01  1.7407171e+00
 -2.0035078e+01 -1.9108965e+01 -1.3639377e+01 -1.1981409e+01
 -1.0220322e+01 -2.0306198e+01 -2.7422304e+00 -1.3834197e+01
 -1.7599802e+01 -7.6190853e+00 -9.0843849e+00 -5.3605695e+00
 -1.0646366e+01 -2.3341854e+00 -1.5393451e+00 -3.7118669e+00
 -8.7320194e+00 -8.5822248e+00  1.0566868e+00 -8.5312309e+00
 -1.1237594e+01  1.9714195e-01  1.3027419e-01 -5.3162379e+00
 -1.9789897e+00 -3.5737798e+00 -6.5431156e+00 -5.7797298e+00
 -3.3442729e+00 -9.8941825e-02 -4.7907939e+00 -2.2110662e+00]",imran
"[-375.8131      144.63116     -32.53505      -1.8208587     9.095127
   -4.4702187   -24.385511      1.6680984   -28.812752     -5.474035
   -5.8893743   -11.19204      -5.96349     -16.669807     -7.727241
  -12.655643    -16.140095    -13.931629    -10.721427    -10.488692
  -11.071359     -2.7529051    -9.50329      -2.3192477    -7.2064304
   -5.495834     -0.71708715   -2.025404     -2.6798213    -5.9313555
    0.44355      -8.502062     -4.5254855    -7.0513396    -3.698723
   -5.92148      -4.342358     -4.7997684    -6.5548353    -2.8425436 ]",imran
"[-5.7185730e+02  6.3682095e+01 -1.0319236e+01 -9.8756590e+00
  8.4497585e+00  2.3780768e+00 -7.0031953e+00 -8.4267588e+00
 -1.3165552e+01 -8.3432703e+00  1.3557391e-01 -1.0188336e+00
 -5.2344556e+00 -2.7635756e+00 -3.7709150e+00 -5.7133937e+00
 -3.2559562e+00 -1.8282998e+00 -5.8197727e+00 -5.4278455e+00
 -9.8363823e-01 -4.0231617e-03 -2.9974182e+00 -3.6072466e+00
 -3.1365037e+00 -2.3254595e+00 -9.4900203e-01 -1.0492365e+00
 -3.1246703e+00 -2.0450048e+00  5.8266634e-01  1.3000083e-01
 -1.6649830e+00 -1.9917252e+00 -2.3305049e+00 -1.7445852e+00
 -5.6659913e-01 -1.5181693e+00 -2.9675996e+00 -1.8532096e+00]",imran
"[-6.7292767e+02  3.3679165e+01  3.0066328e+00  4.8893332e+00
  5.8527193e+00 -2.7752569e-01 -4.3258643e+00 -1.9479706e+00
 -3.8107200e+00 -5.3957314e+00 -2.2885988e+00  6.4493459e-01
 -1.6869407e+00 -5.3643680e+00 -2.0596120e+00 -1.8017398e+00
 -3.4902673e+00 -2.2734518e+00 -1.2665122e+00 -4.4801387e-01
 -3.1198053e+00 -2.4761846e+00 -1.3125352e+00 -2.4946973e+00
 -1.2867012e+00  1.7706653e-01  3.5060632e-01 -1.9052632e+00
 -2.3733628e+00  1.1802095e+00  9.8253918e-01 -2.2194088e+00
 -1.9053833e+00 -3.5943609e-01 -8.3015442e-01 -9.8024935e-01
 -8.0673200e-01 -1.2909095e+00 -1.0694691e+00 -4.9211738e-01]",imran
"[-3.1401120e+02  1.7152689e+02 -5.4865189e+01  4.0385292e+01
  2.3529259e+01 -2.5730074e+01 -1.9042631e+01  5.2901640e+00
 -3.3798069e+01 -2.3376160e+01 -2.0217045e+01 -1.2137432e+01
  1.1855561e-01 -2.2705271e+01 -2.4789243e+00 -1.3643813e+01
 -1.9155317e+01 -2.1446309e+00 -1.3221774e+01 -9.3394184e+00
 -1.3401407e+01 -1.8042713e+00 -4.0946341e+00 -5.6802449e+00
 -7.0775676e+00 -1.1014829e+01 -3.1353185e+00 -8.5881891e+00
 -1.1127610e+01 -3.0986006e+00 -3.2060387e+00 -7.7470870e+00
 -3.9670305e+00 -3.1713943e+00 -6.7824292e+00 -5.0941548e+00
 -2.4161744e+00 -2.3159227e+00 -4.8903952e+00 -5.4091841e-01]",imran
"[-267.63782     148.20198     -68.93304      25.620995     18.681347
  -16.823273    -41.35578      -4.8485675   -24.31237     -16.079008
  -20.651049    -12.216796      2.668488    -18.81452      -0.4830945
  -11.409835    -19.073671     -4.853647    -12.223343    -10.204589
  -13.188052     -3.1051123    -4.6441693    -1.9989129    -5.358044
   -5.0728955    -5.0116005    -7.868256     -6.6072803    -5.7794085
    0.49646008   -7.1539245    -4.130714     -4.5928764    -5.2579875
   -5.1264224    -2.2845402    -1.445548     -6.5999837    -4.6182313 ]",imran
"[-4.1169211e+02  9.0087982e+01 -6.4770645e+01  9.3794184e+00
  4.4259090e+00 -5.1518149e+00 -1.8939404e+01 -2.0925488e+00
 -1.4068627e+01 -9.6520004e+00 -1.1329347e+01 -1.1008205e+01
  2.2403991e+00 -1.0329904e+01  2.1117134e+00 -1.2591912e+01
 -8.1103764e+00 -1.2401747e+00 -1.0500764e+01 -3.8518479e+00
 -1.2628089e+01 -4.5224264e-01 -3.1095716e-01 -1.5664229e+00
 -9.4442534e-01 -4.2473431e+00 -4.4798690e-01 -6.2281857e+00
 -6.5831699e+00 -1.7194152e+00 -3.8074407e-01 -6.1941500e+00
 -2.0125735e+00 -8.8224983e-01 -4.2668414e+00 -5.6271400e+00
 -2.4811850e+00 -1.7889743e+00 -6.2062101e+00 -2.6379261e+00]",imran
"[-8.5428033e+02  5.7738243e+01 -1.4492507e+01  4.2826734e+00
  7.9515882e+00 -5.2284217e+00 -9.5638247e+00 -6.2404484e-01
 -3.3679476e+00 -5.3382993e+00 -5.3162847e+00 -4.3445951e-01
  1.1596656e+00 -2.1330698e+00 -1.5424432e+00  4.3785226e-01
 -3.3632353e-02 -1.3457950e+00 -3.3838835e+00 -2.3475778e+00
 -7.3647749e-01 -5.7475913e-01 -5.3543835e+00 -4.2557983e+00
 -7.6775223e-01 -1.4185660e+00 -2.5531158e+00 -1.6445374e+00
 -3.9908418e-01  3.5929587e-01 -5.8590502e-01 -1.6185130e+00
  3.3683193e-01  1.0949191e+00 -1.4237757e+00 -1.6434113e+00
  5.9064007e-01 -7.6413703e-01 -2.2287085e+00 -8.3916056e-01]",imran
"[-306.5023      144.67229     -60.51147      21.233707     18.955278
   -0.77591074  -36.67133      -0.3283778   -24.855833    -14.705634
  -15.575774    -12.983108     -2.8443878   -16.340504     -0.8777901
  -17.382393    -16.063416     -8.461663    -15.189569    -10.880825
  -13.405863     -0.8804283    -7.035889     -6.2088985    -9.106572
   -5.833992     -4.8250585    -6.6612606    -5.6631293    -7.625387
   -1.1693782   -14.221631     -5.7481074    -9.596081     -8.966181
   -9.500197     -6.3711348    -6.4598713    -9.3342705     2.779357  ]",imran
"[-4.4624237e+02  1.5465929e+02 -4.6689571e+01  5.8803844e+00
  2.3928053e+01 -1.2285740e+01 -1.3703271e+01 -5.7722664e+00
 -2.0148115e+01 -1.4498783e+01 -1.8215376e+01 -1.6966225e+01
 -3.0693407e+00 -1.3677832e+01 -9.5150595e+00 -6.6440554e+00
 -1.5427456e+01 -1.1487444e+01 -7.7222199e+00 -1.1636917e+01
 -1.3443326e+01 -1.6219300e+00 -3.7282660e+00 -8.4050608e+00
 -2.4851084e+00 -2.8516786e+00 -2.9250731e+00 -3.2563155e+00
 -7.8002491e+00 -4.6215653e+00 -3.8203686e-01 -4.7814794e+00
 -3.9478638e+00 -2.0159197e+00 -6.6988163e+00 -5.0153537e+00
  7.4833131e-01 -4.2599349e+00 -5.5252070e+00  6.4446378e-01]",imran
